ID,Espèce,Chemin d'accès,Classe,Image_nettoyee
rabbits-footprints-powder-snow-dry-260nw-2099673535,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbits-footprints-powder-snow-dry-260nw-2099673535.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbits-footprints-powder-snow-dry-260nw-2099673535.jpg
original (1),Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\original (1).jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\original (1).jpg
original (4),Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\original (4).jpeg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\original (4).jpg
wolf-track-in-snow-2FP76XX,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\wolf-track-in-snow-2FP76XX.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\wolf-track-in-snow-2FP76XX.jpg
2apj5t5,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\2apj5t5.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\2apj5t5.jpg
2ge4kj6,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\2ge4kj6.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\2ge4kj6.jpg
indian-wolf-canis-lupus-pallipes-or-canis-indicapaw-prints-in-dry-GY7J62,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\indian-wolf-canis-lupus-pallipes-or-canis-indicapaw-prints-in-dry-GY7J62.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\indian-wolf-canis-lupus-pallipes-or-canis-indicapaw-prints-in-dry-GY7J62.jpg
original (9),Puma,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Puma\original (9).jpg,8,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Puma\original (9).jpg
nick-fewings-_uYKQgWkMS0-unsplash,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\nick-fewings-_uYKQgWkMS0-unsplash.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\nick-fewings-_uYKQgWkMS0-unsplash.jpg
wg4wen,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\wg4wen.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\wg4wen.jpg
a9g8pg,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\a9g8pg.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\a9g8pg.jpg
stock-photo-rabbit-tracks-in-snow-in-winter-175333709,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\stock-photo-rabbit-tracks-in-snow-in-winter-175333709.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\stock-photo-rabbit-tracks-in-snow-in-winter-175333709.jpg
cat-prints-1913437_1280,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\cat-prints-1913437_1280.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\cat-prints-1913437_1280.jpg
original_2,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\original_2.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\original_2.jpg
rabbit-footprints-snow-600w-2213938689,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-footprints-snow-600w-2213938689.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-footprints-snow-600w-2213938689.jpg
wolf-tracks-GKDYPX,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\wolf-tracks-GKDYPX.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\wolf-tracks-GKDYPX.jpg
original (10),Puma,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Puma\original (10).jpg,8,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Puma\original (10).jpg
p4kcmx,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\p4kcmx.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\p4kcmx.jpg
dhdhn2,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\dhdhn2.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\dhdhn2.jpg
original_9,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\original_9.jpeg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\original_9.jpg
rabbit-tracks-snow-sunny-day-rabbit-tracks-snowon-sunny-day-winter-2431200834,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-tracks-snow-sunny-day-rabbit-tracks-snowon-sunny-day-winter-2431200834.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-tracks-snow-sunny-day-rabbit-tracks-snowon-sunny-day-winter-2431200834.jpg
btcn28,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\btcn28.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\btcn28.jpg
f0pr4r,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\f0pr4r.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\f0pr4r.jpg
jasper-garratt-i45lZHQEzaQ-unsplash,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\jasper-garratt-i45lZHQEzaQ-unsplash.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\jasper-garratt-i45lZHQEzaQ-unsplash.jpg
4b0d9173e1d0361db998918b54e48a25,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\4b0d9173e1d0361db998918b54e48a25.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\4b0d9173e1d0361db998918b54e48a25.jpg
29852878-photographie-a-theme-grande-empreinte-animal-chien-fermer-photo4,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\29852878-photographie-a-theme-grande-empreinte-animal-chien-fermer-photo4.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\29852878-photographie-a-theme-grande-empreinte-animal-chien-fermer-photo4.jpg
cfe96b,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\cfe96b.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\cfe96b.jpg
240_F_389011975_YbXSg5HXTt1DhU5FF95TvYG6RIVSUGqs,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\240_F_389011975_YbXSg5HXTt1DhU5FF95TvYG6RIVSUGqs.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\240_F_389011975_YbXSg5HXTt1DhU5FF95TvYG6RIVSUGqs.jpg
Raccoon-Tracks-5,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\Raccoon-Tracks-5.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\Raccoon-Tracks-5.jpg
footprint-wild-rabbit-winter-snow-footprint-wild-rabbit-136256125,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\footprint-wild-rabbit-winter-snow-footprint-wild-rabbit-136256125.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\footprint-wild-rabbit-winter-snow-footprint-wild-rabbit-136256125.jpg
kghrh0,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\kghrh0.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\kghrh0.jpg
original,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\original.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\original.jpg
original (3),Puma,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Puma\original (3).jpg,8,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Puma\original (3).jpg
Cottontail-Tracks-2,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\Cottontail-Tracks-2.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\Cottontail-Tracks-2.jpg
rabbit-tracks-snow-2073338912,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-tracks-snow-2073338912.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-tracks-snow-2073338912.jpg
hmkj4n,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\hmkj4n.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\hmkj4n.jpg
wolf-tracks-in-dry-mud-DBY7F3,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\wolf-tracks-in-dry-mud-DBY7F3.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\wolf-tracks-in-dry-mud-DBY7F3.jpg
foot-print-of-a-canadian-wolf-canis-lupus-canadensis-mud-big-salmon-B6FPE9,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\foot-print-of-a-canadian-wolf-canis-lupus-canadensis-mud-big-salmon-B6FPE9.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\foot-print-of-a-canadian-wolf-canis-lupus-canadensis-mud-big-salmon-B6FPE9.jpg
2jby50h,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\2jby50h.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\2jby50h.jpg
original (6),Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\original (6).jpeg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\original (6).jpg
L1080899-Grey-Squirrel-Footprints_655,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\L1080899-Grey-Squirrel-Footprints_655.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\L1080899-Grey-Squirrel-Footprints_655.jpg
e-up-top-down-view-shoe-footprint-right-rabbit-print-snow-close-up-171822348,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\e-up-top-down-view-shoe-footprint-right-rabbit-print-snow-close-up-171822348.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\e-up-top-down-view-shoe-footprint-right-rabbit-print-snow-close-up-171822348.jpg
Coyote-Tracks-6,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\Coyote-Tracks-6.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\Coyote-Tracks-6.jpg
Gray-Fox-Tracks,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Gray-Fox-Tracks.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Gray-Fox-Tracks.jpg
linda-robert-snLpcS1RdwA-unsplash,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\linda-robert-snLpcS1RdwA-unsplash.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\linda-robert-snLpcS1RdwA-unsplash.jpg
a644730b4e76231dfdfec7be5c34bb95,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\a644730b4e76231dfdfec7be5c34bb95.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\a644730b4e76231dfdfec7be5c34bb95.jpg
animal-track-76567_1280,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\animal-track-76567_1280.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\animal-track-76567_1280.jpg
wolf-titres,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\wolf-titres.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\wolf-titres.jpg
rabbit-track,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-track.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-track.jpg
Squirrel-Details-1024x768,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\Squirrel-Details-1024x768.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\Squirrel-Details-1024x768.jpg
Gray-Fox-Tracks-1,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Gray-Fox-Tracks-1.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Gray-Fox-Tracks-1.jpg
pair-kitty-cat-paw-prints-260nw-2283038419,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\pair-kitty-cat-paw-prints-260nw-2283038419.webp,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\pair-kitty-cat-paw-prints-260nw-2283038419.jpg
2wehy10,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\2wehy10.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\2wehy10.jpg
original,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\original.jpeg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\original.jpg
clear-distinct-dog-tracks-wet-260nw-2381335471,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\clear-distinct-dog-tracks-wet-260nw-2381335471.webp,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\clear-distinct-dog-tracks-wet-260nw-2381335471.jpg
mkx229,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\mkx229.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\mkx229.jpg
Dog-Track,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\Dog-Track.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\Dog-Track.jpg
Gray-Fox-Tracks-(1),Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Gray-Fox-Tracks-(1).jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Gray-Fox-Tracks-(1).jpg
2h8c050,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\2h8c050.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\2h8c050.jpg
s2660a,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\s2660a.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\s2660a.jpg
ob_bb095c_sentier-petit-castor-traces-5,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\ob_bb095c_sentier-petit-castor-traces-5.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\ob_bb095c_sentier-petit-castor-traces-5.jpg
original (7),Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\original (7).jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\original (7).jpg
original (3),Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\original (3).jpeg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\original (3).jpg
Coyote-Tracks-(8),Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\Coyote-Tracks-(8).jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\Coyote-Tracks-(8).jpg
bear_front_l_track,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\bear_front_l_track.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\bear_front_l_track.jpg
Muskrat-Tracks-8,Rat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Rat\Muskrat-Tracks-8.jpg,9,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Rat\Muskrat-Tracks-8.jpg
Beaver-tracks-1536x832,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\Beaver-tracks-1536x832.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\Beaver-tracks-1536x832.jpg
Wolf-Tracks-6,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\Wolf-Tracks-6.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\Wolf-Tracks-6.jpg
7439554-empreinte-de-chien-sur-la-plage-photo2,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\7439554-empreinte-de-chien-sur-la-plage-photo2.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\7439554-empreinte-de-chien-sur-la-plage-photo2.jpg
original,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\original.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\original.jpg
lucie-dorne-3a2nF1PYLqY-unsplash,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\lucie-dorne-3a2nF1PYLqY-unsplash.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\lucie-dorne-3a2nF1PYLqY-unsplash.jpg
original (7),Puma,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Puma\original (7).jpg,8,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Puma\original (7).jpg
tracez-le-chien-dans-le-sable-humide-lempreinte-de-la-patte-de-loup-sur-le-sol-cru,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\tracez-le-chien-dans-le-sable-humide-lempreinte-de-la-patte-de-loup-sur-le-sol-cru.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\tracez-le-chien-dans-le-sable-humide-lempreinte-de-la-patte-de-loup-sur-le-sol-cru.jpg
Wolf-Tracks-in-Snow,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\Wolf-Tracks-in-Snow.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\Wolf-Tracks-in-Snow.jpg
2wkxd3c,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\2wkxd3c.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\2wkxd3c.jpg
Cottontail-Tracks-5,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\Cottontail-Tracks-5.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\Cottontail-Tracks-5.jpg
17364600-empreinte-de-patte-chien-cocker-spaniel-sur-le-sable-photo4,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\17364600-empreinte-de-patte-chien-cocker-spaniel-sur-le-sable-photo4.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\17364600-empreinte-de-patte-chien-cocker-spaniel-sur-le-sable-photo4.jpg
original_11,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\original_11.jpeg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\original_11.jpg
am1t00,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\am1t00.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\am1t00.jpg
rabbit-tracks-snow-207333891,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-tracks-snow-207333891.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-tracks-snow-207333891.jpg
2be7rf5,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\2be7rf5.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\2be7rf5.jpg
original (5),Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\original (5).jpeg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\original (5).jpg
2f7xgcf,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\2f7xgcf.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\2f7xgcf.jpg
Coyote-Tracks-(10),Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\Coyote-Tracks-(10).jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\Coyote-Tracks-(10).jpg
ryan-zazueta-p9IbIM0-JW8-unsplash,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\ryan-zazueta-p9IbIM0-JW8-unsplash.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\ryan-zazueta-p9IbIM0-JW8-unsplash.jpg
f2hjkf,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\f2hjkf.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\f2hjkf.jpg
indian-wolfcanis-lupus-pallipesand-indian-jackalcanis-aureus-indicuspaw-HCK8EX,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\indian-wolfcanis-lupus-pallipesand-indian-jackalcanis-aureus-indicuspaw-HCK8EX.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\indian-wolfcanis-lupus-pallipesand-indian-jackalcanis-aureus-indicuspaw-HCK8EX.jpg
17399661-fond-d-empreintes-de-chien-sur-le-sol-en-ciment-gratuit-photo.JPG4,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\17399661-fond-d-empreintes-de-chien-sur-le-sol-en-ciment-gratuit-photo.JPG4.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\17399661-fond-d-empreintes-de-chien-sur-le-sol-en-ciment-gratuit-photo.JPG4.jpg
Beaver-tracks-1,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\Beaver-tracks-1.jpeg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\Beaver-tracks-1.jpg
original (4),Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\original (4).jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\original (4).jpg
stock-photo-a-rabbit-track-in-snow-1867401574,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\stock-photo-a-rabbit-track-in-snow-1867401574.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\stock-photo-a-rabbit-track-in-snow-1867401574.jpg
hgwh55,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\hgwh55.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\hgwh55.jpg
istockphoto-997953386-1024x1024,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\istockphoto-997953386-1024x1024.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\istockphoto-997953386-1024x1024.jpg
Gray-Fox-Tracks-(3),Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Gray-Fox-Tracks-(3).jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Gray-Fox-Tracks-(3).jpg
20140503-1620512,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\20140503-1620512.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\20140503-1620512.jpg
bj25pa,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\bj25pa.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\bj25pa.jpg
California-Ground-Squirrel-Tracks-5,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\California-Ground-Squirrel-Tracks-5.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\California-Ground-Squirrel-Tracks-5.jpg
rabbit-tracks-snow-winter-600w-175333709,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-tracks-snow-winter-600w-175333709.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-tracks-snow-winter-600w-175333709.jpg
a9j19y,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\a9j19y.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\a9j19y.jpg
Dog-Tracks-4,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\Dog-Tracks-4.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\Dog-Tracks-4.jpg
original (5),Puma,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Puma\original (5).jpg,8,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Puma\original (5).jpg
stock-photo-rabbit-tracks-in-the-fresh-snow-1189054381,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\stock-photo-rabbit-tracks-in-the-fresh-snow-1189054381.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\stock-photo-rabbit-tracks-in-the-fresh-snow-1189054381.jpg
